order_item_id,order_id,product_id,quantity,unit_price,total_price
87,32,80,1,939.67,939.67
88,32,70,3,849.95,2549.8500000000004
89,32,147,3,335.09,1005.27
90,33,124,2,957.22,1914.44
91,33,53,2,800.25,1600.5
92,33,90,3,87.14,261.42
93,33,86,2,76.19,152.38
94,33,116,3,600.75,1802.25
95,34,174,2,875.82,1751.64
96,34,104,3,824.64,2473.92
97,35,153,3,473.82,1421.46
98,35,49,1,40.28,40.28
99,35,52,1,102.83,102.83
100,36,152,3,93.64,280.92
101,36,119,3,577.1,1731.3000000000002
102,36,33,2,331.69,663.38
103,36,76,3,217.67,653.01
104,37,99,1,784.9,784.9
105,37,195,3,485.6,1456.8000000000002
106,37,82,3,12.57,37.71
107,37,126,1,195.83,195.83
108,38,179,1,353.37,353.37
109,38,40,1,754.44,754.44
110,38,68,3,96.07,288.21
111,39,10,2,357.32,714.64
112,39,49,3,40.28,120.84
113,39,37,1,274.1,274.1
114,39,66,2,869.01,1738.02
115,40,120,1,322.99,322.99
116,41,23,2,153.04,306.08
117,41,91,3,335.42,1006.26
118,41,1,1,630.41,630.41
119,42,141,1,574.09,574.09
120,42,118,2,837.38,1674.76
121,42,107,3,517.01,1551.03
122,42,125,3,638.02,1914.06
123,43,145,2,566.5,1133.0
124,43,40,1,754.44,754.44
125,43,193,3,796.09,2388.27
126,44,64,3,442.23,1326.69
127,44,180,1,105.38,105.38
128,44,132,1,24.46,24.46
129,44,183,2,153.32,306.64
130,45,170,3,553.96,1661.88
131,45,64,1,442.23,442.23
132,46,37,2,274.1,548.2
133,47,149,3,161.41,484.23
134,48,112,3,406.75,1220.25
135,49,79,1,318.54,318.54
136,49,143,2,277.89,555.78
137,49,131,1,983.95,983.95
138,49,179,3,353.37,1060.1100000000001
139,49,82,2,12.57,25.14
140,50,25,1,963.91,963.91
141,51,116,2,600.75,1201.5
142,52,145,3,566.5,1699.5
143,53,4,1,219.62,219.62
144,53,178,1,462.69,462.69
145,53,37,3,274.1,822.3000000000001
146,53,140,3,7.23,21.69
147,53,25,1,963.91,963.91
148,54,87,3,472.65,1417.9499999999998
149,55,17,1,34.24,34.24
150,55,111,3,319.72,959.1600000000001
151,55,116,1,600.75,600.75
152,55,37,2,274.1,548.2
153,55,93,1,667.21,667.21
154,56,90,1,87.14,87.14
155,57,97,1,567.59,567.59
156,57,138,2,915.89,1831.78
157,57,82,2,12.57,25.14
158,57,87,1,472.65,472.65
159,57,182,3,380.38,1141.1399999999999
160,58,112,2,406.75,813.5
161,58,137,3,264.21,792.6299999999999
162,58,69,1,798.12,798.12
163,58,2,1,384.44,384.44
164,58,107,1,517.01,517.01
165,59,80,3,939.67,2819.0099999999998
166,60,67,3,594.26,1782.78
167,60,188,3,336.06,1008.1800000000001
168,60,104,3,824.64,2473.92
169,60,169,1,353.72,353.72
170,60,184,3,984.64,2953.92
171,61,18,2,718.62,1437.24
172,61,58,3,387.36,1162.08
173,61,117,2,328.58,657.16
174,61,30,2,660.17,1320.34
175,62,92,2,899.88,1799.76
176,62,163,3,170.68,512.04
177,62,32,3,544.8,1634.3999999999999
178,62,107,2,517.01,1034.02
179,62,172,3,365.59,1096.77
180,63,142,1,658.92,658.92
181,63,72,3,682.88,2048.64
182,64,198,2,972.16,1944.32
183,64,70,3,849.95,2549.8500000000004
184,64,79,2,318.54,637.08
185,64,182,1,380.38,380.38
186,65,146,1,467.66,467.66
187,65,197,3,468.79,1406.3700000000001
188,65,178,3,462.69,1388.07
189,65,51,2,767.63,1535.26
190,66,49,3,40.28,120.84
191,66,44,3,490.16,1470.48
192,67,136,3,101.62,304.86
193,67,83,1,351.56,351.56
194,67,96,2,146.51,293.02
195,67,65,1,372.7,372.7
196,68,104,2,824.64,1649.28
197,68,83,2,351.56,703.12
198,68,58,2,387.36,774.72
199,68,180,1,105.38,105.38
200,69,198,2,972.16,1944.32
201,69,188,1,336.06,336.06
202,69,118,1,837.38,837.38
203,69,134,1,16.44,16.44
204,69,108,1,286.56,286.56
205,70,188,2,336.06,672.12
206,70,67,3,594.26,1782.78
207,70,48,3,407.64,1222.92
208,71,44,1,490.16,490.16
209,72,82,1,12.57,12.57
210,73,68,1,96.07,96.07
211,73,172,2,365.59,731.18
212,73,61,2,53.02,106.04
213,74,4,2,219.62,439.24
214,74,168,1,218.07,218.07
215,75,71,2,375.51,751.02
216,76,60,3,223.94,671.8199999999999
217,76,175,2,142.62,285.24
218,76,124,1,957.22,957.22
219,76,9,3,317.9,953.6999999999999
220,77,5,2,213.04,426.08
221,77,119,2,577.1,1154.2
222,78,18,2,718.62,1437.24
223,78,45,3,370.51,1111.53
224,78,125,3,638.02,1914.06
225,78,30,2,660.17,1320.34
226,78,78,2,419.83,839.66
227,79,175,2,142.62,285.24
228,79,165,1,883.08,883.08
229,79,3,1,72.08,72.08
230,80,119,1,577.1,577.1
231,80,98,1,806.47,806.47
232,80,55,1,896.0,896.0
233,81,16,2,616.08,1232.16
234,81,82,2,12.57,25.14
235,81,142,2,658.92,1317.84
236,81,158,1,824.43,824.43
237,81,187,1,902.0,902.0
238,82,83,2,351.56,703.12
239,83,64,1,442.23,442.23
240,83,192,1,221.94,221.94
241,84,175,2,142.62,285.24
242,84,59,3,220.37,661.11
243,84,106,1,79.23,79.23
244,84,45,3,370.51,1111.53
245,85,192,2,221.94,443.88
246,85,96,2,146.51,293.02
247,86,157,1,689.78,689.78
248,87,7,3,576.53,1729.59
249,88,107,2,517.01,1034.02
250,88,37,2,274.1,548.2
251,88,157,2,689.78,1379.56
252,88,147,3,335.09,1005.27
253,89,199,2,203.86,407.72
254,89,178,2,462.69,925.38
255,89,77,1,588.95,588.95
256,89,68,3,96.07,288.21
257,89,169,1,353.72,353.72
258,90,87,2,472.65,945.3
259,90,144,1,393.62,393.62
260,91,176,2,347.51,695.02
261,91,26,3,828.58,2485.7400000000002
262,91,75,3,960.9,2882.7
263,91,174,2,875.82,1751.64
264,91,132,1,24.46,24.46
265,92,31,2,374.71,749.42
266,92,105,3,604.11,1812.33
267,92,58,3,387.36,1162.08
268,92,35,3,977.06,2931.18
269,92,86,3,76.19,228.57
270,93,164,2,32.97,65.94
271,93,155,1,682.16,682.16
272,93,173,1,71.07,71.07
273,93,2,2,384.44,768.88
274,94,146,1,467.66,467.66
275,94,149,2,161.41,322.82
276,94,25,3,963.91,2891.73
277,95,143,1,277.89,277.89
278,95,52,1,102.83,102.83
279,96,99,2,784.9,1569.8
280,96,1,2,630.41,1260.82
281,96,79,1,318.54,318.54
282,96,190,1,234.97,234.97
283,96,103,1,509.31,509.31
284,97,111,3,319.72,959.1600000000001
285,97,143,2,277.89,555.78
286,97,196,2,494.52,989.04
287,98,127,1,283.15,283.15
288,98,95,2,455.23,910.46
289,98,52,2,102.83,205.66
290,99,34,2,560.74,1121.48
291,99,53,1,800.25,800.25
292,99,88,3,536.33,1608.9900000000002
293,99,81,2,955.34,1910.68
294,99,87,1,472.65,472.65
295,100,40,2,754.44,1508.88
296,100,181,2,936.65,1873.3
297,100,166,1,58.45,58.45
298,101,54,1,6.76,6.76
299,102,100,1,73.21,73.21
300,102,170,2,553.96,1107.92
301,102,144,2,393.62,787.24
302,103,81,3,955.34,2866.02
303,103,105,3,604.11,1812.33
304,104,113,1,580.51,580.51
305,104,62,1,665.43,665.43
306,105,157,2,689.78,1379.56
307,105,137,3,264.21,792.6299999999999
308,105,53,3,800.25,2400.75
309,106,90,3,87.14,261.42
310,106,166,2,58.45,116.9
311,106,38,3,196.45,589.3499999999999
312,106,134,3,16.44,49.32000000000001
313,107,114,2,322.0,644.0
314,107,1,3,630.41,1891.23
315,108,168,3,218.07,654.21
316,108,156,1,754.87,754.87
317,108,24,3,849.66,2548.98
318,108,116,3,600.75,1802.25
319,109,55,2,896.0,1792.0
320,109,115,2,343.11,686.22
321,109,96,1,146.51,146.51
322,109,120,1,322.99,322.99
323,110,168,1,218.07,218.07
324,111,35,3,977.06,2931.18
325,112,90,1,87.14,87.14
326,112,61,1,53.02,53.02
327,112,90,3,87.14,261.42
328,112,81,1,955.34,955.34
329,112,98,2,806.47,1612.94
330,113,3,2,72.08,144.16
331,113,105,3,604.11,1812.33
332,114,145,3,566.5,1699.5
333,114,172,2,365.59,731.18
334,114,57,3,579.72,1739.16
335,114,103,3,509.31,1527.93
336,114,119,2,577.1,1154.2
337,115,144,2,393.62,787.24
338,115,61,3,53.02,159.06
339,115,46,2,158.71,317.42
340,115,100,1,73.21,73.21
341,116,180,1,105.38,105.38
342,116,181,1,936.65,936.65
343,116,13,2,977.42,1954.84
344,116,98,1,806.47,806.47
345,117,72,2,682.88,1365.76
346,117,134,1,16.44,16.44
347,118,77,2,588.95,1177.9
348,118,58,3,387.36,1162.08
349,119,187,1,902.0,902.0
350,119,117,2,328.58,657.16
351,119,87,2,472.65,945.3
352,119,64,1,442.23,442.23
353,119,99,3,784.9,2354.7
354,120,163,3,170.68,512.04
355,121,106,2,79.23,158.46
356,121,101,1,677.81,677.81
357,122,118,2,837.38,1674.76
358,122,181,2,936.65,1873.3
359,122,88,1,536.33,536.33
360,122,13,1,977.42,977.42
361,122,195,2,485.6,971.2
362,123,69,1,798.12,798.12
363,123,40,3,754.44,2263.32
364,123,127,3,283.15,849.4499999999999
365,124,52,1,102.83,102.83
366,125,75,2,960.9,1921.8
367,125,198,2,972.16,1944.32
368,125,12,3,56.8,170.39999999999998
369,125,81,2,955.34,1910.68
370,126,87,2,472.65,945.3
371,126,69,3,798.12,2394.36
372,126,9,3,317.9,953.6999999999999
373,126,26,3,828.58,2485.7400000000002
374,127,17,2,34.24,68.48
375,127,80,3,939.67,2819.0099999999998
376,127,163,1,170.68,170.68
377,127,24,2,849.66,1699.32
378,127,170,2,553.96,1107.92
379,128,82,1,12.57,12.57
380,128,71,1,375.51,375.51
381,128,198,2,972.16,1944.32
382,128,99,2,784.9,1569.8
383,128,171,3,646.77,1940.31
384,129,103,3,509.31,1527.93
385,129,42,1,908.6,908.6
386,129,132,2,24.46,48.92
387,129,147,1,335.09,335.09
388,130,30,1,660.17,660.17
389,131,78,1,419.83,419.83
390,131,6,3,452.05,1356.15
391,131,53,1,800.25,800.25
392,131,166,2,58.45,116.9
393,131,162,2,894.73,1789.46
394,132,169,2,353.72,707.44
395,132,36,1,440.08,440.08
396,132,84,1,738.2,738.2
397,132,152,3,93.64,280.92
398,133,32,1,544.8,544.8
399,133,158,3,824.43,2473.29
400,133,136,1,101.62,101.62
401,134,54,1,6.76,6.76
402,134,132,1,24.46,24.46
403,134,122,3,72.39,217.17000000000002
404,134,173,2,71.07,142.14
405,135,85,3,900.56,2701.68
406,135,90,2,87.14,174.28
407,136,39,1,375.47,375.47
408,136,165,1,883.08,883.08
409,136,188,1,336.06,336.06
410,137,62,1,665.43,665.43
411,137,8,3,860.08,2580.2400000000002
412,137,73,2,126.91,253.82
413,138,125,1,638.02,638.02
414,138,154,3,105.09,315.27
415,138,83,3,351.56,1054.68
416,138,76,1,217.67,217.67
417,138,125,1,638.02,638.02
418,139,160,3,70.94,212.82
419,140,148,1,719.66,719.66
420,140,151,2,660.46,1320.92
421,140,101,3,677.81,2033.4299999999998
422,140,78,1,419.83,419.83
423,141,168,1,218.07,218.07
424,141,99,1,784.9,784.9
425,141,170,2,553.96,1107.92
426,141,54,2,6.76,13.52
427,142,42,1,908.6,908.6
428,143,25,1,963.91,963.91
429,143,9,1,317.9,317.9
430,144,77,2,588.95,1177.9
431,144,181,1,936.65,936.65
432,144,67,1,594.26,594.26
433,145,199,1,203.86,203.86
434,145,129,1,90.77,90.77
435,145,18,3,718.62,2155.86
436,145,102,3,201.06,603.1800000000001
437,145,199,1,203.86,203.86
438,146,15,2,487.37,974.74
439,146,72,1,682.88,682.88
440,146,113,3,580.51,1741.53
441,146,99,3,784.9,2354.7
442,146,61,2,53.02,106.04
443,147,66,2,869.01,1738.02
444,147,177,2,932.87,1865.74
445,148,124,2,957.22,1914.44
446,148,46,1,158.71,158.71
447,148,188,2,336.06,672.12
448,148,143,1,277.89,277.89
449,149,24,2,849.66,1699.32
450,149,155,2,682.16,1364.32
451,149,144,3,393.62,1180.8600000000001
452,149,196,1,494.52,494.52
453,150,7,3,576.53,1729.59
454,150,150,2,306.11,612.22
455,150,190,2,234.97,469.94
456,150,200,2,797.68,1595.36
457,151,109,3,761.57,2284.71
458,151,95,3,455.23,1365.69
459,151,26,3,828.58,2485.7400000000002
460,151,52,2,102.83,205.66
461,151,117,1,328.58,328.58
462,152,156,3,754.87,2264.61
463,152,106,2,79.23,158.46
464,153,164,1,32.97,32.97
465,153,21,3,364.97,1094.91
466,153,125,3,638.02,1914.06
467,154,25,1,963.91,963.91
468,154,40,2,754.44,1508.88
469,154,32,1,544.8,544.8
470,154,23,2,153.04,306.08
471,155,44,2,490.16,980.32
472,155,16,3,616.08,1848.2400000000002
473,155,192,2,221.94,443.88
474,155,98,3,806.47,2419.41
475,156,148,3,719.66,2158.98
476,156,62,3,665.43,1996.29
477,156,138,3,915.89,2747.67
478,156,127,3,283.15,849.4499999999999
479,157,36,3,440.08,1320.24
480,157,168,1,218.07,218.07
481,158,37,3,274.1,822.3000000000001
482,158,31,3,374.71,1124.1299999999999
483,158,95,1,455.23,455.23
484,158,31,1,374.71,374.71
485,158,65,2,372.7,745.4
486,159,133,3,890.88,2672.64
487,159,83,2,351.56,703.12
488,159,78,3,419.83,1259.49
489,160,131,1,983.95,983.95
490,160,7,2,576.53,1153.06
491,161,94,1,610.43,610.43
492,161,73,2,126.91,253.82
493,162,78,3,419.83,1259.49
494,162,37,2,274.1,548.2
495,162,64,1,442.23,442.23
496,162,46,3,158.71,476.13
497,162,169,2,353.72,707.44
498,163,40,1,754.44,754.44
499,163,131,2,983.95,1967.9
500,163,178,1,462.69,462.69
501,164,151,1,660.46,660.46
502,164,7,1,576.53,576.53
503,164,52,1,102.83,102.83
504,164,185,3,31.59,94.77
505,165,130,2,206.21,412.42
506,165,135,2,5.79,11.58
507,165,38,2,196.45,392.9
508,165,8,3,860.08,2580.2400000000002
509,166,157,2,689.78,1379.56
510,166,109,1,761.57,761.57
511,166,56,3,184.33,552.99
512,166,115,3,343.11,1029.33
513,167,25,2,963.91,1927.82
514,167,168,2,218.07,436.14
515,168,150,2,306.11,612.22
516,168,200,2,797.68,1595.36
517,169,175,3,142.62,427.86
518,169,40,3,754.44,2263.32
519,170,136,2,101.62,203.24
520,170,31,3,374.71,1124.1299999999999
521,170,142,1,658.92,658.92
522,170,60,3,223.94,671.8199999999999
523,170,181,1,936.65,936.65
524,171,119,1,577.1,577.1
525,172,184,2,984.64,1969.28
526,172,132,1,24.46,24.46
527,172,148,2,719.66,1439.32
528,173,26,2,828.58,1657.16
529,173,93,2,667.21,1334.42
530,174,123,2,409.07,818.14
531,174,42,1,908.6,908.6
532,174,80,2,939.67,1879.34
533,175,117,3,328.58,985.74
534,175,168,1,218.07,218.07
535,175,149,3,161.41,484.23
536,175,193,3,796.09,2388.27
537,176,139,1,515.11,515.11
538,177,152,2,93.64,187.28
539,177,151,2,660.46,1320.92
540,177,164,1,32.97,32.97
541,177,97,3,567.59,1702.77
542,178,156,3,754.87,2264.61
543,178,195,1,485.6,485.6
544,179,5,2,213.04,426.08
545,179,90,3,87.14,261.42
546,179,184,1,984.64,984.64
547,179,101,1,677.81,677.81
548,179,163,3,170.68,512.04
549,180,196,3,494.52,1483.56
550,180,188,3,336.06,1008.1800000000001
551,180,22,1,242.74,242.74
552,180,85,1,900.56,900.56
553,180,121,2,936.97,1873.94
554,181,80,3,939.67,2819.0099999999998
555,182,63,1,755.05,755.05
556,182,8,2,860.08,1720.16
557,182,184,2,984.64,1969.28
558,183,109,3,761.57,2284.71
559,183,68,3,96.07,288.21
560,183,192,3,221.94,665.8199999999999
561,183,90,3,87.14,261.42
562,183,166,1,58.45,58.45
563,184,177,3,932.87,2798.61
564,184,17,2,34.24,68.48
565,184,92,1,899.88,899.88
566,184,81,2,955.34,1910.68
567,184,93,3,667.21,2001.63
568,185,131,2,983.95,1967.9
569,185,195,3,485.6,1456.8000000000002
570,185,79,2,318.54,637.08
571,186,71,1,375.51,375.51
572,186,44,3,490.16,1470.48
573,186,188,3,336.06,1008.1800000000001
574,187,31,2,374.71,749.42
575,187,74,2,71.78,143.56
576,188,199,3,203.86,611.58
577,188,182,1,380.38,380.38
578,188,134,1,16.44,16.44
579,188,132,1,24.46,24.46
580,189,177,1,932.87,932.87
581,189,158,2,824.43,1648.86
582,189,197,2,468.79,937.58
583,189,9,3,317.9,953.6999999999999
584,189,135,3,5.79,17.37
585,190,36,3,440.08,1320.24
586,190,107,2,517.01,1034.02
587,190,67,1,594.26,594.26
588,190,149,3,161.41,484.23
589,191,72,2,682.88,1365.76
590,191,31,1,374.71,374.71
591,192,57,2,579.72,1159.44
592,192,88,3,536.33,1608.9900000000002
593,192,145,1,566.5,566.5
594,193,127,3,283.15,849.4499999999999
595,193,37,3,274.1,822.3000000000001
596,193,71,2,375.51,751.02
597,193,92,2,899.88,1799.76
598,194,156,2,754.87,1509.74
599,194,153,3,473.82,1421.46
600,194,116,1,600.75,600.75
601,194,169,3,353.72,1061.16
602,194,54,2,6.76,13.52
603,195,34,1,560.74,560.74
604,196,157,3,689.78,2069.34
605,196,162,3,894.73,2684.19
606,196,41,1,918.22,918.22
607,196,31,3,374.71,1124.1299999999999
608,196,151,3,660.46,1981.38
609,197,15,3,487.37,1462.1100000000001
610,197,94,2,610.43,1220.86
611,197,180,1,105.38,105.38
612,198,16,2,616.08,1232.16
613,198,127,3,283.15,849.4499999999999
614,199,106,1,79.23,79.23
615,199,198,3,972.16,2916.48
616,199,30,3,660.17,1980.5099999999998
617,200,58,2,387.36,774.72
618,201,136,1,101.62,101.62
619,201,104,1,824.64,824.64
620,202,172,1,365.59,365.59
621,202,42,3,908.6,2725.8
622,202,64,2,442.23,884.46
623,202,176,3,347.51,1042.53
624,203,172,1,365.59,365.59
625,203,124,2,957.22,1914.44
626,204,45,1,370.51,370.51
627,204,22,2,242.74,485.48
628,205,99,2,784.9,1569.8
629,205,140,2,7.23,14.46
630,205,103,3,509.31,1527.93
631,205,41,1,918.22,918.22
632,205,95,1,455.23,455.23
633,206,195,2,485.6,971.2
634,207,85,1,900.56,900.56
635,207,147,3,335.09,1005.27
636,207,187,3,902.0,2706.0
637,208,18,2,718.62,1437.24
638,209,164,2,32.97,65.94
639,210,101,2,677.81,1355.62
640,210,65,3,372.7,1118.1
641,210,140,2,7.23,14.46
642,210,181,3,936.65,2809.95
643,210,60,3,223.94,671.8199999999999
644,211,73,2,126.91,253.82
645,211,106,3,79.23,237.69
646,212,154,2,105.09,210.18
647,212,14,3,924.3,2772.8999999999996
648,212,77,3,588.95,1766.8500000000001
649,212,114,1,322.0,322.0
650,212,26,1,828.58,828.58
651,213,104,2,824.64,1649.28
652,213,180,3,105.38,316.14
653,213,28,1,140.88,140.88
654,213,142,3,658.92,1976.7599999999998
655,214,91,2,335.42,670.84
656,214,116,2,600.75,1201.5
657,214,77,3,588.95,1766.8500000000001
658,214,163,1,170.68,170.68
659,215,10,2,357.32,714.64
660,215,33,2,331.69,663.38
661,215,69,3,798.12,2394.36
662,215,41,1,918.22,918.22
663,216,175,1,142.62,142.62
664,216,146,2,467.66,935.32
665,217,167,3,479.29,1437.8700000000001
666,218,195,2,485.6,971.2
667,218,22,1,242.74,242.74
668,218,63,3,755.05,2265.1499999999996
669,218,186,2,617.43,1234.86
670,219,91,2,335.42,670.84
671,219,141,2,574.09,1148.18
672,219,43,3,766.53,2299.59
673,219,59,1,220.37,220.37
674,220,65,2,372.7,745.4
675,220,34,3,560.74,1682.22
676,220,7,2,576.53,1153.06
677,220,61,2,53.02,106.04
678,220,77,1,588.95,588.95
679,221,138,1,915.89,915.89
680,221,135,2,5.79,11.58
681,222,126,2,195.83,391.66
682,223,9,3,317.9,953.6999999999999
683,223,83,3,351.56,1054.68
684,224,151,1,660.46,660.46
685,225,4,1,219.62,219.62
686,225,69,3,798.12,2394.36
687,225,106,1,79.23,79.23
688,226,159,1,864.71,864.71
689,226,114,3,322.0,966.0
690,226,43,1,766.53,766.53
691,226,184,2,984.64,1969.28
692,226,131,1,983.95,983.95
693,227,37,3,274.1,822.3000000000001
694,228,192,2,221.94,443.88
695,229,4,3,219.62,658.86
696,229,106,1,79.23,79.23
697,229,195,3,485.6,1456.8000000000002
698,229,140,3,7.23,21.69
699,230,199,2,203.86,407.72
700,230,95,3,455.23,1365.69
701,230,102,1,201.06,201.06
702,231,195,2,485.6,971.2
703,231,110,2,483.23,966.46
704,231,148,1,719.66,719.66
705,231,94,1,610.43,610.43
706,232,183,1,153.32,153.32
707,232,89,3,418.64,1255.92
708,232,13,1,977.42,977.42
709,232,119,2,577.1,1154.2
710,232,148,2,719.66,1439.32
711,233,7,1,576.53,576.53
712,233,55,1,896.0,896.0
713,234,48,1,407.64,407.64
714,235,31,2,374.71,749.42
715,235,136,1,101.62,101.62
716,235,71,1,375.51,375.51
717,235,92,2,899.88,1799.76
718,236,30,1,660.17,660.17
719,236,131,3,983.95,2951.8500000000004
720,236,89,3,418.64,1255.92
721,236,55,2,896.0,1792.0
722,236,114,2,322.0,644.0
723,237,100,3,73.21,219.63
724,237,13,3,977.42,2932.2599999999998
725,238,186,3,617.43,1852.29
726,238,107,3,517.01,1551.03
727,238,55,3,896.0,2688.0
728,239,31,2,374.71,749.42
729,239,23,1,153.04,153.04
730,240,102,3,201.06,603.1800000000001
731,240,162,1,894.73,894.73
732,241,16,1,616.08,616.08
733,241,80,1,939.67,939.67
734,242,196,3,494.52,1483.56
735,242,172,1,365.59,365.59
736,243,99,1,784.9,784.9
737,243,193,3,796.09,2388.27
738,243,28,1,140.88,140.88
739,243,16,2,616.08,1232.16
740,244,143,3,277.89,833.67
741,245,53,2,800.25,1600.5
742,245,93,3,667.21,2001.63
743,245,83,2,351.56,703.12
744,245,25,1,963.91,963.91
745,246,20,2,366.81,733.62
746,246,1,3,630.41,1891.23
747,246,153,3,473.82,1421.46
748,246,117,3,328.58,985.74
749,246,63,1,755.05,755.05
750,247,23,2,153.04,306.08
751,248,146,1,467.66,467.66
752,248,79,2,318.54,637.08
753,249,158,3,824.43,2473.29
754,249,62,3,665.43,1996.29
755,250,197,2,468.79,937.58
756,250,93,2,667.21,1334.42
757,250,179,1,353.37,353.37
758,251,127,3,283.15,849.4499999999999
759,252,56,2,184.33,368.66
760,252,193,3,796.09,2388.27
761,252,21,2,364.97,729.94
762,253,116,3,600.75,1802.25
763,253,174,1,875.82,875.82
764,253,31,2,374.71,749.42
765,253,155,1,682.16,682.16
766,253,145,3,566.5,1699.5
767,254,66,3,869.01,2607.0299999999997
768,254,107,3,517.01,1551.03
769,255,1,1,630.41,630.41
770,255,106,1,79.23,79.23
771,255,93,3,667.21,2001.63
772,255,87,1,472.65,472.65
773,255,9,2,317.9,635.8
774,256,104,1,824.64,824.64
775,256,4,3,219.62,658.86
776,256,27,1,290.96,290.96
777,257,119,1,577.1,577.1
778,257,72,1,682.88,682.88
779,257,165,1,883.08,883.08
780,257,149,3,161.41,484.23
781,257,15,1,487.37,487.37
782,258,52,3,102.83,308.49
783,259,193,3,796.09,2388.27
784,259,62,2,665.43,1330.86
785,259,145,2,566.5,1133.0
786,259,176,2,347.51,695.02
787,259,100,3,73.21,219.63
788,260,71,2,375.51,751.02
789,260,73,2,126.91,253.82
790,261,27,1,290.96,290.96
791,262,55,3,896.0,2688.0
792,262,106,1,79.23,79.23
793,262,42,2,908.6,1817.2
794,262,133,2,890.88,1781.76
795,262,1,2,630.41,1260.82
796,263,35,1,977.06,977.06
797,263,45,2,370.51,741.02
798,263,26,2,828.58,1657.16
799,263,83,3,351.56,1054.68
800,263,38,1,196.45,196.45
801,264,84,3,738.2,2214.6000000000004
802,265,4,1,219.62,219.62
803,265,139,1,515.11,515.11
804,265,84,1,738.2,738.2
805,266,155,2,682.16,1364.32
806,266,99,3,784.9,2354.7
807,266,72,2,682.88,1365.76
808,266,100,3,73.21,219.63
809,267,118,2,837.38,1674.76
810,268,65,2,372.7,745.4
811,268,149,2,161.41,322.82
812,268,92,2,899.88,1799.76
813,268,173,3,71.07,213.20999999999998
814,268,4,1,219.62,219.62
815,269,163,3,170.68,512.04
816,269,113,1,580.51,580.51
817,270,66,2,869.01,1738.02
818,270,100,2,73.21,146.42
819,270,63,1,755.05,755.05
820,270,170,1,553.96,553.96
821,271,192,3,221.94,665.8199999999999
822,271,179,1,353.37,353.37
823,271,159,3,864.71,2594.13
824,271,151,3,660.46,1981.38
825,271,10,3,357.32,1071.96
826,272,32,3,544.8,1634.3999999999999
827,272,134,2,16.44,32.88
828,273,56,3,184.33,552.99
829,273,165,1,883.08,883.08
830,273,151,2,660.46,1320.92
831,273,169,3,353.72,1061.16
